;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
HE_6_2_L;"1";1;2988234;2988234;7649879.04;7649879.04;-1.59795985469689;"1";0;1260.66840492013;1860.47910514309;0.182113714497256;4029.43499032965;1987.37361366667;1392.58899284316;1859.46842985461;-0.0581437444050518;5092.95474868648;3434.46039499815;1326.62869888165;1859.97376749885;1.5631352366545;-211.072940676839;1.61708046157364;211.079135006726;0.240257458902308;115.747899999405;"1";0;0;0;0;0;0;[0.65064452837262, 0.670737602621267, 0.64313457126479, 0.651459144962176, 0.69373352437777, 0.649673780528284, 0.660736051806396, 0.701998184794153, 0.665121689663297];[29.6, 30.4, 29.6, 28.8, 30.4, 30.4, 28.8, 31.2, 28.8];[62.4, 64, 62.4, 60.8, 64, 64, 62.4, 65.6, 64];3.28740000259131;"1";0;0;0;0;0;0;0;0;0;1.93360000048415;"1";1;33144;33144;84848.64;84848.64;-5.76686169943743;5.6;2867.78657977311;-2148.97977311127;-330.416836413406;22.7473999984795;"FM";"1";0;0;0;0;0;95.3803000011249;"FM";"1";0;0;0;0;0;0;0;15.3221000000485
HE_5_2_L;"1";1;2989795;2989795;7653875.2;7653875.2;-1.58355295271055;"1";0;1250.65903685288;1870.48398672472;0.201589521605343;4028.98441120416;1987.36235526738;1380.35207810115;1869.31481853722;0.0368673345881833;5079.96420923256;3432.16573764831;1315.50555747701;1869.89940263097;1.56178168340517;-207.508865997244;1.87066910000322;207.517297761762;0.16472218701716;125.758300000598;"1";0;0;0;0;0;0;[0.629319337581451, 0.639752911643335, 0.643599092468828, 0.660406225391904, 0.639932606980533, 0.695537281115545, 0.660822473976629, 0.62111309873802, 0.681971396703797];[30.4, 30.4, 30.4, 29.6, 30.4, 30.4, 30.4, 30.4, 30.4];[65.6, 64, 64, 62.4, 64, 65.6, 60.8, 62.4, 65.6];5.31090000004042;"1";0;0;0;0;0;0;0;0;0;6.46839999899385;"1";1;33409;33409;85527.04;85527.04;-4.59011107372358;5.6;2839.82356849951;-2140.52860007782;-262.993992020624;15.7485999989149;"FM";"1";0;0;0;0;0;166.748000003281;"FM";"1";0;0;0;0;0;0;0;21.1848999970243
HE_8_2_L;"1";1;2988223;2988223;7649850.88;7649850.88;-1.63712410391139;"1";0;1259.68614040932;1864.55785082218;0.140295042649546;4029.81791747758;1987.51238917566;1391.75244147816;1861.39503899196;-0.075724814317945;5093.78526218747;3430.10953118269;1325.71929094374;1862.97644490707;1.54685223698774;-211.306081710148;5.06049892836309;211.366669125243;0.216019856967491;186.691800001427;"1";0;0;0;0;0;0;[0.656092580005797, 0.679509565830421, 0.614918606471827, 0.655581892280887, 0.680948326675197, 0.674986558377974, 0.666056173468688, 0.678042387730136, 0.708316014644617];[30.4, 29.6, 29.6, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4];[68.8, 65.6, 62.4, 65.6, 64, 65.6, 65.6, 68.8, 64];9.22440000067581;"1";0;0;0;0;0;0;0;0;0;1.18629999997211;"1";1;32806;32806;83983.36;83983.36;-5.20462162100355;5.6;2848.55887337682;-2138.27651039444;-298.202852846041;7.34139999985928;"FM";"1";0;0;0;0;0;119.682100001228;"FM";"1";0;0;0;0;0;0;0;13.348299999052
HE_7_2_L;"1";1;2989602;2989602;7653381.12;7653381.12;-1.65646276138712;"1";0;1247.04070612246;1874.59774383622;0.130528520419169;4029.60504537987;1987.37894179759;1378.55217959739;1872.03835598835;-0.0990737671478605;5090.43940231066;3432.82225828464;1312.79644285993;1873.31804991228;1.55133745574215;-210.418357559882;4.09502055658959;210.458201055595;0.229602287567029;147.231700000702;"1";0;0;0;0;0;0;[0.624076955265359, 0.633569608536999, 0.667056163540893, 0.65589771102867, 0.657934441036473, 0.639164719905064, 0.655618997024059, 0.662248173170481, 0.659787951952563];[30.4, 30.4, 30.4, 30.4, 30.4, 31.2, 31.2, 30.4, 30.4];[64, 62.4, 64, 64, 65.6, 64, 67.2, 65.6, 64];4.35590000051889;"1";0;0;0;0;0;0;0;0;0;3.81669999842416;"1";1;32584;32584;83415.04;83415.04;-4.70144020095528;5.6;2846.0918242082;-2112.11210410017;-269.372681147875;10.9793999981775;"FM";"1";0;0;0;0;0;67.7536000002874;"FM";"1";0;0;0;0;0;0;0;16.2478999991436
HE_7_1_L;"1";1;2986817;2986817;7646251.52;7646251.52;-1.59917755142184;"1";0;1245.94015724743;1881.73260551328;0.183881400863402;4029.92954616874;1988.07159261106;1373.56620545145;1880.2360396829;-0.0712803854762744;5092.57921135979;3431.5209990202;1309.75318134944;1880.98432259809;1.55907068565134;-204.201677126437;2.39450532860865;204.215715842387;0.255161786339676;144.956999996793;"1";0;0;0;0;0;0;[0.643500080739014, 0.656636598447446, 0.618092142026749, 0.66859044551589, 0.63762612576513, 0.63093458451195, 0.621986631414687, 0.638998404725208, 0.665118767277129];[29.6, 31.2, 30.4, 31.2, 30.4, 30.4, 29.6, 30.4, 30.4];[64, 64, 65.6, 67.2, 65.6, 62.4, 64, 64, 67.2];6.8554999998014;"1";0;0;0;0;0;0;0;0;0;5.60449999829871;"1";1;35156;35156;89999.36;89999.36;-4.24266190164498;5.6;2845.69894185914;-2176.36436454659;-243.086620865205;9.79929999812157;"FM";"1";0;0;0;0;0;147.175300000526;"FM";"1";0;0;0;0;0;0;0;16.2698000021919
HE_8_1_L;"1";1;2986162;2986162;7644574.72;7644574.72;-1.59609075999059;"1";0;1259.3891547024;1877.01744279119;0.183599060637538;4029.81427831618;1988.18365878009;1386.24562301745;1874.09733617433;-0.0706594119966044;5094.72178937603;3431.50603487587;1322.81738885993;1875.55738948276;1.54778141035265;-202.970349304075;4.67217058699098;203.024116485239;0.254258472634142;119.069000000309;"1";0;0;0;0;0;0;[0.611314988158358, 0.616521263496009, 0.655683936253152, 0.67526202595223, 0.645101981997525, 0.65205698726053, 0.643257553537897, 0.628709126307343, 0.639844858718057];[30.4, 30.4, 29.6, 28.8, 30.4, 30.4, 29.6, 30.4, 29.6];[65.6, 64, 65.6, 65.6, 62.4, 64, 64, 62.4, 62.4];6.02079999953276;"1";0;0;0;0;0;0;0;0;0;5.71820000186563;"1";1;34089;34089;87267.84;87267.84;-5.46957924515369;5.6;2882.92805303764;-2171.67719792308;-313.383806459657;16.055599997344;"FM";"1";0;0;0;0;0;118.621599998733;"FM";"1";0;0;0;0;0;0;0;33.2797999981267
HE_9_2_L;"1";1;2991562;2991562;7658398.72;7658398.72;-1.70080885182039;"1";0;1247.51647130549;1872.95684617191;0.0813197572741102;4029.52299502198;1987.33239331303;1378.75468054958;1870.11534169685;-0.0782034933696791;5090.39596448749;3432.03940029897;1313.13557592754;1871.53609393438;1.54914820620868;-209.981134790546;4.54640716008871;210.030347297696;0.159523250643789;128.935900000215;"1";0;0;0;0;0;0;[0.678071605326119, 0.654904704034724, 0.683771277605939, 0.65282280659497, 0.670258454013417, 0.709110107199147, 0.715439331875314, 0.715155125579071, 0.703555383641205];[30.4, 31.2, 31.2, 31.2, 30.4, 31.2, 31.2, 31.2, 31.2];[65.6, 67.2, 67.2, 65.6, 65.6, 68.8, 68.8, 67.2, 68.8];16.6669999998703;"1";0;0;0;0;0;0;0;0;0;2.48649999775807;"1";1;31800;31800;81408;81408;-5.46738368984462;5.6;2807.95683018868;-2113.58148427673;-313.25801040676;10.1925000017218;"FM";"1";0;0;0;0;0;66.7480000010983;"FM";"1";0;0;0;0;0;0;0;18.0951000002096
HE_10_1_L;"1";1;2989515;2989515;7653158.4;7653158.4;-1.63821734282335;"1";0;1264.43594940656;1872.65000384227;0.14455123803907;4029.85223412375;1988.27308003208;1391.95637194062;1872.02729540744;-0.095646218744446;5093.56564228238;3433.89676283472;1328.19616067359;1872.33864962486;1.56591316006053;-204.032676054494;0.996333495742147;204.035108690619;0.240197456783516;145.518099998299;"1";0;0;0;0;0;0;[0.723372932607743, 0.608502610896832, 0.684685151420491, 0.643777128393332, 0.667318005220065, 0.649481611739278, 0.656215103147185, 0.669391932890776, 0.66521837486352];[32, 30.4, 30.4, 30.4, 31.2, 28.8, 31.2, 32, 31.2];[70.4, 65.6, 68.8, 65.6, 65.6, 65.6, 67.2, 64, 65.6];11.5770999982487;"1";0;0;0;0;0;0;0;0;0;1.52479999815114;"1";1;33510;33510;85785.6;85785.6;-5.52878846753714;5.6;2871.71385258132;-2165.85955237243;-316.776245010481;8.54960000287974;"FM";"1";0;0;0;0;0;90.8221999998204;"FM";"1";0;0;0;0;0;0;0;19.3105000034848
HE_10_2_L;"1";1;2990279;2990279;7655114.24;7655114.24;-1.62894328207676;"1";0;1262.44444669572;1866.06964483513;0.151943638014169;4030.2724737483;1987.54606052922;1393.02099763221;1863.63289220954;-0.0763616978834992;5093.20311618075;3432.49569374726;1327.73272216396;1864.85126852234;1.55213700550062;-208.922481498377;3.89880420095033;208.958857073915;0.228305335897668;94.7667000000365;"1";0;0;0;0;0;0;[0.678294807708476, 0.693920539586454, 0.669333337815871, 0.695441872544947, 0.7118083672835, 0.686471429775769, 0.689499617870689, 0.700899753104725, 0.656475455886699];[31.2, 31.2, 29.6, 31.2, 31.2, 29.6, 30.4, 31.2, 30.4];[67.2, 68.8, 64, 65.6, 68.8, 65.6, 64, 65.6, 64];4.46070000180043;"1";0;0;0;0;0;0;0;0;0;1.85959999726037;"1";1;32212;32212;82462.72;82462.72;-5.28275541017082;5.6;2814.83432261269;-2140.35584254315;-302.67958920269;8.24329999886686;"FM";"1";0;0;0;0;0;146.95539999957;"FM";"1";0;0;0;0;0;0;0;21.334900000511
HE_11_2_L;"1";1;2992536;2992536;7660892.16;7660892.16;-1.5671421771449;"1";0;1252.24208981463;1878.90143217882;0.230385294356946;4029.67080575004;1987.51381224664;1382.64286721188;1876.52934854027;-0.0693191653076249;5089.09171976361;3432.03845952708;1317.44247851325;1877.71539035954;1.55260761584336;-208.64124383561;3.79533382168447;208.675760902143;0.299704459664571;170.707100001891;"1";0;0;0;0;0;0;[0.626099862033651, 0.621129523841696, 0.647853684967177, 0.674643725792773, 0.668082543241774, 0.690698784351958, 0.675687998831692, 0.689132070348029, 0.701943020667084];[31.2, 32, 31.2, 31.2, 31.2, 31.2, 30.4, 30.4, 31.2];[68.8, 68.8, 65.6, 67.2, 67.2, 65.6, 64, 67.2, 68.8];7.52199999988079;"1";0;0;0;0;0;0;0;0;0;1.78490000325837;"1";1;32050;32050;82048;82048;-5.3915148326741;5.6;2840.08766302652;-2120.37351638066;-308.911045094408;12.9835000007006;"FM";"1";0;0;0;0;0;140.84290000028;"FM";"1";0;0;0;0;0;0;0;17.4054999988584
HE_11_1_L;"1";1;2992275;2992275;7660224;7660224;-1.58616629628277;"1";0;1249.23626560828;1887.96047582062;0.192171811579935;4029.91515860985;1987.93500206651;1377.51295886982;1886.23350307494;-0.0383261170301066;5089.31246075372;3433.62158885131;1313.37461223905;1887.09698944778;1.55733426774272;-205.242709218469;2.76315639309105;205.261308386626;0.230497928610041;190.283899999486;"1";0;0;0;0;0;0;[0.643192635381957, 0.646204182272371, 0.674816808252796, 0.655363428446688, 0.662576974025726, 0.680480630754236, 0.615157878070381, 0.653282014747492, 0.705165880424883];[30.4, 30.4, 31.2, 31.2, 30.4, 31.2, 30.4, 31.2, 31.2];[64, 67.2, 68.8, 67.2, 64, 68.8, 67.2, 67.2, 67.2];4.0331000018341;"1";0;0;0;0;0;0;0;0;0;5.46750000285101;"1";1;32198;32198;82426.88;82426.88;-5.4160419297413;5.6;2843.44851232996;-2123.88550841667;-310.316344240067;7.65039999896544;"FM";"1";0;0;0;0;0;73.8463000016054;"FM";"1";0;0;0;0;0;0;0;27.1114999995916
HE_12_1_L;"1";1;2993810;2993810;7664153.6;7664153.6;-1.63611148819503;"1";0;1268.5142026912;1879.8210766075;0.13950356654471;4030.17537097693;1988.21288966044;1395.44468977236;1879.24691302337;-0.0198869424940928;5091.09413598493;3432.96787851232;1331.97944623178;1879.53399481544;1.56627290865262;-203.088779329861;0.918661734596026;203.090857078982;0.159390509038803;125.023300002795;"1";0;0;0;0;0;0;[0.639729980660194, 0.680776695918126, 0.66860639913636, 0.666716922583972, 0.683945204723025, 0.651113692527254, 0.684284152084725, 0.683095725212889, 0.715087108320625];[31.2, 31.2, 31.2, 32, 30.4, 31.2, 31.2, 31.2, 30.4];[64, 68.8, 65.6, 67.2, 68.8, 68.8, 65.6, 67.2, 68.8];5.9958000019833;"1";0;0;0;0;0;0;0;0;0;3.00029999925755;"1";1;32342;32342;82795.52;82795.52;-5.46477789029388;5.6;2853.42521798281;-2149.98068146682;-313.108709090245;8.9442999997118;"FM";"1";0;0;0;0;0;153.360099997371;"FM";"1";0;0;0;0;0;0;0;14.1737999983889
HE_12_2_L;"1";1;2992027;2992027;7659589.12;7659589.12;-1.64677623588953;"1";0;1267.4955182479;1868.21216417445;0.132126035088135;4030.15804233245;1987.68517950079;1398.00360067303;1866.44363297725;-0.0793580023132311;5091.51349400056;3430.29211959804;1332.74955946046;1867.32789857585;1.55724603226351;-208.812931880207;2.82964991551962;208.832103468438;0.211484037401366;189.78689999858;"1";0;0;0;0;0;0;[0.684206107423585, 0.674189596539451, 0.641762296052623, 0.665686106120938, 0.676328571845633, 0.695898150905844, 0.730078506266748, 0.692746353443338, 0.701899492370902];[31.2, 30.4, 30.4, 31.2, 31.2, 31.2, 29.6, 30.4, 31.2];[67.2, 68.8, 62.4, 64, 65.6, 65.6, 67.2, 65.6, 65.6];2.90590000076918;"1";0;0;0;0;0;0;0;0;0;1.59530000019004;"1";1;32312;32312;82718.72;82718.72;-5.09595783649088;5.6;2810.99569200297;-2150.97009160683;-291.976876607545;7.47149999733665;"FM";"1";0;0;0;0;0;164.647599998716;"FM";"1";0;0;0;0;0;0;0;22.9758000023139
HE_13_1_L;"1";1;2993972;2993972;7664568.32;7664568.32;-1.56880290366514;"1";0;1255.62064844015;1882.82165923794;0.220453248285481;4029.92454168001;1988.08648226211;1382.178769125;1882.51321652872;-0.00440566705934973;5087.45319809328;3428.25047445886;1318.89970878258;1882.66743788333;1.56835916909326;-202.492993095758;0.493508334755461;202.493594474875;0.224858915344831;168.41629999908;"1";0;0;0;0;0;0;[0.642376201900374, 0.622258177389197, 0.672779153037157, 0.647054360364996, 0.641842403451867, 0.670466962472529, 0.615781642858893, 0.679226603102086, 0.700265261707809];[31.2, 31.2, 30.4, 30.4, 30.4, 31.2, 30.4, 29.6, 31.2];[65.6, 65.6, 65.6, 65.6, 65.6, 67.2, 64, 64, 65.6];4.27110000237008;"1";0;0;0;0;0;0;0;0;0;2.30530000044382;"1";1;32637;32637;83550.72;83550.72;-4.99015310768974;5.6;2864.85213714496;-2130.75196862457;-285.914712194714;17.0456999985618;"FM";"1";0;0;0;0;0;113.426799998706;"FM";"1";0;0;0;0;0;0;0;22.827500000858
