;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
HE_6_2_O;1;1277.14095992251;1885.17651631615;0.0789404952447545;0.992031347866657;70.5635999984224;"1";0;0;0;0;0;0;0;0;0;10.0898000018788;"1";0;0;"Good/OthersDefect";[1487, 1475, 1534, 1505, 1485, 1452, 1506, 1519, 1477];[0.644256740149716, 0.633152514700065, 0.637105065541372, 0.658490361611607, 0.67006133519811, 0.667068042986614, 0.698484752928258, 0.705637904840752, 0.714888859364664];[216, 208, 211, 219, 188, 212, 197, 196, 181];[2516, 2732, 2304, 2714, 2628, 2498, 2495, 2505, 2173];[120, 120, 121, 120, 119, 120, 120, 118, 116];[38, 40, 40, 40, 38, 40, 38, 37, 37];[38, 40, 40, 40, 38, 40, 38, 37, 37];0;0;34.7600000022794;"1";0;0;0.420500000473112;"1";0;0;0.281500000710366;"1";0;0;0.291399999696296;"1";0;0;0;0;0;0.31489999673795;"1";0;0;0.274399997579167;"1";0;0;0;0;0;0;[28.8, 30.4, 30.4, 32, 32, 36.8, 30.4, 30.4, 32];9.97530000313418
HE_8_1_O;1;1301.4136438849;1894.34971746815;0.0532160213726438;0.970559069119034;80.22340000025;"1";0;0;0;0;0;0;0;0;0;11.7293999974208;"1";0;0;"Wire Sweep";[1532, 1501, 1511, 1543, 1538, 1526, 1529, 1490, 1534];[0.656820266922709, 0.653597586967407, 0.685877773287152, 0.697762988169022, 0.668517512371504, 0.716663827603649, 0.688791775904528, 0.693723953644831, 0.728790928424455];[177, 210, 218, 206, 174, 184, 188, 204, 190];[2655, 2735, 2510, 2573, 2576, 2499, 2579, 2460, 2479];[121, 121, 119, 119, 119, 121, 122, 118, 118];[44, 64, 41, 41, 40, 39, 40, 39, 44];[44, 64, 41, 41, 40, 39, 40, 39, 44];0;0;28.4548000017821;"1";0;0;0.256600000284379;"1";0;0;0.305400000797817;"1";0;0;0.314199998683762;"1";0;0;0;0;0;0.395399998524226;"1";0;0;0.672300000587711;"1";0;0;0;0;0;0;[30.4, 32, 32, 32, 30.4, 32, 30.4, 28.8, 33.6];6.10149999920395
HE_7_2_O;1;1264.95420323772;1894.29399740742;0.0442838715270226;0.973263773205588;44.1254999968805;"1";0;0;0;0;0;0;0;0;0;2.74089999948046;"1";0;0;"Good/OthersDefect";[1515, 1505, 1550, 1530, 1495, 1521, 1525, 1491, 1514];[0.651637218487759, 0.66539863508078, 0.640808724739985, 0.679329442805268, 0.682701100538954, 0.688082696079417, 0.656591080772568, 0.685260326778172, 0.682049295372188];[224, 209, 215, 210, 213, 228, 219, 230, 209];[2401, 2490, 2513, 2517, 2469, 2429, 2559, 2537, 2531];[121, 121, 122, 120, 120, 120, 121, 119, 117];[39, 39, 38, 39, 41, 39, 40, 39, 39];[39, 39, 38, 39, 41, 39, 40, 39, 39];0;0;31.4464999974007;"1";0;0;0.516899999638554;"1";0;0;0.607699999818578;"1";0;0;0.511199999891687;"1";0;0;0;0;0;0.313600001391023;"1";0;0;0.30960000003688;"1";0;0;0;0;0;0;[28.8, 30.4, 30.4, 32, 30.4, 28.8, 52.8, 30.4, 30.4];3.49400000050082
HE_8_2_O;1;1278.96962729926;1886.78902330029;0.0128735685814304;0.992053316599538;58.2877999986522;"1";0;0;0;0;0;0;0;0;0;4.89079999897513;"1";0;0;"Good/OthersDefect";[1542, 1500, 1595, 1519, 1512, 1518, 1539, 1488, 1530];[0.656332641896816, 0.6705003685646, 0.650368994910468, 0.664923481056669, 0.671615063702069, 0.688813105098724, 0.656056773005505, 0.670185411356065, 0.703387440024197];[236, 207, 200, 217, 216, 213, 211, 174, 199];[2484, 2657, 2448, 2607, 2509, 2395, 2554, 2406, 2419];[121, 121, 121, 120, 120, 120, 121, 119, 117];[39, 40, 38, 37, 38, 39, 38, 38, 38];[39, 40, 38, 37, 38, 39, 38, 38, 38];0;0;36.4040999993449;"1";0;0;0.33629999961704;"1";0;0;0.52510000023176;"1";0;0;0.418999999965308;"1";0;0;0;0;0;0.366899999789894;"1";0;0;0.321800001984229;"1";0;0;0;0;0;0;[32, 30.4, 28.8, 28.8, 30.4, 28.8, 28.8, 28.8, 30.4];6.31300000168267
HE_10_1_O;1;1299.25779740865;1898.13245676885;0.0812463977973411;0.958618082051288;55.4956999985734;"1";0;0;0;0;0;0;0;0;0;2.25409999984549;"1";0;0;"Good/OthersDefect";[1467, 1468, 1543, 1507, 1474, 1443, 1474, 1454, 1463];[0.675267780312551, 0.697546509988046, 0.640623647223679, 0.692423054699868, 0.687043394502841, 0.690603918578124, 0.69687374133969, 0.65024871661331, 0.687831874980557];[246, 217, 227, 232, 197, 206, 228, 196, 206];[2626, 2458, 2674, 2553, 2700, 2458, 2636, 2580, 2541];[121, 120, 122, 120, 120, 121, 122, 117, 118];[43, 38, 43, 39, 41, 40, 39, 39, 39];[43, 38, 43, 39, 41, 40, 39, 39, 39];0;0;70.4264000014518;"1";0;0;0.429299998359056;"1";0;0;0.769800000853138;"1";0;0;0.485199998365715;"1";0;0;0;0;0;0.425100002757972;"1";0;0;0.323399999615503;"1";0;0;0;0;0;0;[28.8, 28.8, 28.8, 30.4, 28.8, 27.2, 30.4, 28.8, 27.2];11.0829999975977
HE_9_2_O;1;1268.04035195751;1899.74255304657;-0.00203725451506734;0.978084340877729;36.1306999984663;"1";0;0;0;0;0;0;0;0;0;8.74029999977211;"1";0;0;"Good/OthersDefect";[1489, 1473, 1492, 1477, 1481, 1475, 1475, 1469, 1433];[0.668044158456062, 0.672374017215609, 0.67140989637861, 0.657252324286933, 0.667424223006149, 0.683365272355923, 0.677253727308255, 0.68313352622077, 0.705219584145323];[235, 264, 232, 239, 234, 240, 247, 228, 240];[2342, 2412, 2326, 2474, 2413, 2480, 2512, 2398, 2358];[120, 120, 120, 120, 119, 121, 120, 118, 117];[39, 40, 39, 39, 39, 39, 39, 40, 40];[39, 40, 39, 39, 39, 39, 39, 40, 40];0;0;40.7728999998653;"1";0;0;0.387800002499716;"1";0;0;0.911499999347143;"1";0;0;0.566300001082709;"1";0;0;0;0;0;0.579600000492064;"1";0;0;0.334299998939969;"1";0;0;0;0;0;0;[28.8, 32, 20.8, 24, 30.4, 30.4, 30.4, 28.8, 25.6];4.76889999845298
HE_10_2_O;1;1282.89417130681;1886.91349443501;0.0264392306719641;0.984187333331789;43.4050000003481;"1";0;0;0;0;0;0;0;0;0;2.55130000005011;"1";0;0;"Wire Sweep";[1530, 1491, 1528, 1519, 1502, 1522, 1489, 1469, 1504];[0.652277733249551, 0.651716382241307, 0.633247773325429, 0.633654758723066, 0.652107775688582, 0.634524438397876, 0.640744210412159, 0.6772711215402, 0.672475103489993];[234, 230, 240, 241, 223, 233, 229, 225, 223];[2400, 2409, 2340, 2400, 2315, 2492, 2342, 2360, 2409];[122, 121, 121, 120, 119, 121, 122, 118, 117];[40, 48, 38, 48, 40, 40, 42, 40, 39];[40, 48, 38, 48, 40, 40, 42, 40, 39];0;0;39.5110999997996;"1";0;0;0.407399998948677;"1";0;0;1.22299999929965;"1";0;0;0.296100002742605;"1";0;0;0;0;0;0.944000003073597;"1";0;0;0.344500000210246;"1";0;0;0;0;0;0;[30.4, 28.8, 32, 30.4, 28.8, 36.8, 30.4, 30.4, 33.6];2.99109999832581
HE_11_1_O;1;1284.86870976173;1899.92596775452;0.0654186223071378;0.959449036295879;52.8441999995266;"1";0;0;0;0;0;0;0;0;0;6.88390000141226;"1";0;0;"Good/OthersDefect";[1501, 1508, 1549, 1495, 1474, 1491, 1550, 1518, 1494];[0.656953951264721, 0.682658943833367, 0.670238182396921, 0.690275536781568, 0.709731982468821, 0.702696178754594, 0.689188293156758, 0.724452099961266, 0.699280288440072];[217, 222, 232, 215, 208, 231, 211, 209, 199];[2472, 2453, 2356, 2452, 2454, 2223, 2364, 2282, 2280];[122, 121, 122, 120, 120, 119, 123, 119, 118];[40, 43, 40, 41, 38, 40, 39, 38, 40];[40, 43, 40, 41, 38, 40, 39, 38, 40];0;0;50.564299999678;"1";0;0;0.354100000549806;"1";0;0;0.371199999790406;"1";0;0;0.362399998266483;"1";0;0;0;0;0;0.400500000978354;"1";0;0;0.538200001756195;"1";0;0;0;0;0;0;[28.8, 28.8, 30.4, 28.8, 24, 20.8, 22.4, 27.2, 24];2.5141000005533
HE_11_2_O;1;1271.96473009994;1889.24452552013;0.104354531922126;0.974242035650121;28.0541000029189;"1";0;0;0;0;0;0;0;0;0;4.39080000069225;"1";0;0;"Good/OthersDefect";[1515, 1483, 1500, 1501, 1543, 1514, 1569, 1509, 1472];[0.644720557738323, 0.658390550461871, 0.685422955008561, 0.662303431659367, 0.641294613266144, 0.677806224855675, 0.664366701017754, 0.672211153591463, 0.708439899638956];[238, 256, 257, 235, 236, 241, 222, 233, 235];[2320, 2422, 2345, 2290, 2239, 2213, 2120, 2240, 2293];[120, 122, 121, 120, 120, 121, 122, 118, 117];[38, 41, 40, 40, 40, 40, 40, 39, 40];[38, 41, 40, 40, 40, 40, 40, 39, 40];0;0;51.4288999984274;"1";0;0;0.207299999601673;"1";0;0;0.402999998186715;"1";0;0;0.364699997589923;"1";0;0;0;0;0;0.318000002152985;"1";0;0;0.313399999868125;"1";0;0;0;0;0;0;[30.4, 32, 30.4, 32, 30.4, 32, 27.2, 30.4, 33.6];6.37479999932111
HE_12_2_O;1;1284.26354882026;1879.10731501611;0.052634360645533;0.954908112286034;24.161199999071;"1";0;0;0;0;0;0;0;0;0;5.37299999996321;"1";0;0;"Good/OthersDefect";[1505, 1443, 1463, 1476, 1412, 1476, 1428, 1455, 1434];[0.636706984941116, 0.650081124750457, 0.657676587015254, 0.680959322428633, 0.666564523384471, 0.661026445400755, 0.673017750827817, 0.651032133052137, 0.694690498855333];[219, 232, 235, 217, 213, 207, 215, 183, 220];[2399, 2506, 2549, 2321, 2543, 2520, 2561, 2469, 2419];[119, 120, 118, 121, 119, 119, 120, 118, 116];[40, 38, 39, 39, 38, 38, 39, 38, 40];[40, 38, 39, 39, 38, 38, 39, 38, 40];0;0;41.3966000014625;"1";0;0;0.324599997838959;"1";0;0;0.357699998858152;"1";0;0;0.402499998017447;"1";0;0;0;0;0;0.376500000129454;"1";0;0;0.658799999655457;"1";0;0;0;0;0;0;[30.4, 28.8, 28.8, 27.2, 30.4, 30.4, 28.8, 30.4, 30.4];7.40930000029039
HE_13_1_O;1;1289.12508591475;1907.61181228896;-0.0137384091865637;0.975052524973904;36.5949999977602;"1";0;0;0;0;0;0;0;0;0;7.78630000058911;"1";0;0;"Good/OthersDefect";[1484, 1483, 1507, 1502, 1495, 1480, 1467, 1445, 1467];[0.668952736019002, 0.636964668828247, 0.657343536410133, 0.669684064803613, 0.69173169125546, 0.698111441796966, 0.647771340615274, 0.687068461279681, 0.702636490415149];[205, 208, 219, 206, 209, 202, 221, 237, 226];[2355, 2295, 2241, 2315, 2367, 2137, 2236, 2260, 2167];[121, 121, 121, 119, 120, 120, 121, 118, 118];[44, 38, 38, 38, 40, 39, 40, 39, 40];[44, 38, 38, 38, 40, 39, 40, 39, 40];0;0;27.4693000028492;"1";0;0;0.289600000542123;"1";0;0;0.691400000505382;"1";0;0;0.615000000834698;"1";0;0;0;0;0;0.425400001404341;"1";0;0;0.262900000961963;"1";0;0;0;0;0;0;[17.6, 27.2, 36.8, 44.8, 46.4, 38.4, 57.6, 41.6, 25.6];2.24259999959031
HE_14_1_O;1;1304.21326597675;1896.97076292706;0.0125902900640525;0.979801955796717;52.220400000806;"1";0;0;0;0;0;0;0;0;0;5.64649999796529;"1";0;0;"Wire Sweep";[1466, 1495, 1505, 1471, 1477, 1455, 1502, 1461, 1486];[0.639382029193763, 0.634696469777517, 0.654055676297939, 0.663788867418042, 0.695964194436683, 0.685874536753912, 0.668752303300117, 0.684961340369532, 0.714232582781979];[215, 215, 213, 227, 231, 217, 229, 221, 235];[2535, 2553, 2832, 2534, 2403, 2447, 2463, 2235, 2436];[121, 120, 121, 120, 120, 120, 121, 120, 118];[49, 50, 67, 44, 40, 41, 39, 38, 47];[49, 50, 67, 44, 40, 41, 39, 38, 47];0;0;71.7640000002575;"1";0;0;0.576299997192109;"1";0;0;0.267399998847395;"1";0;0;0.325299999531126;"1";0;0;0;0;0;0.449099999968894;"1";0;0;0.331100000039442;"1";0;0;0;0;0;0;[30.4, 33.6, 32, 33.6, 27.2, 32, 28.8, 28.8, 27.2];4.28900000042631
HE_14_2_O;1;1291.07185872446;1880.90101155479;0.0154939650882553;0.982396554686332;71.175699999003;"1";0;0;0;0;0;0;0;0;0;4.6293000013975;"1";0;0;"Good/OthersDefect";[1493, 1416, 1438, 1435, 1441, 1460, 1439, 1446, 1421];[0.622070982411913, 0.649282942558343, 0.632415426694091, 0.634576940983636, 0.674181440233922, 0.653031530402133, 0.674541473295015, 0.65370124839588, 0.695962483725327];[261, 250, 219, 253, 236, 250, 229, 239, 241];[2603, 2601, 2365, 2451, 2688, 2382, 2531, 2709, 2517];[120, 120, 120, 119, 120, 121, 121, 118, 115];[39, 37, 38, 39, 42, 39, 37, 43, 38];[39, 37, 38, 39, 42, 39, 37, 43, 38];0;0;49.5446999993874;"1";0;0;0.503999999637017;"1";0;0;0.569100000575418;"1";0;0;0.554400001419708;"1";0;0;0;0;0;0.386400002753362;"1";0;0;0.436399997852277;"1";0;0;0;0;0;0;[28.8, 30.4, 28.8, 30.4, 32, 30.4, 28.8, 30.4, 30.4];5.86569999722997
HE_13_2_O;1;1276.91723839571;1892.82081646011;0.0435793265642049;0.974289961487031;52.3948000009113;"1";0;0;0;0;0;0;0;0;0;7.09369999822229;"1";0;0;"Good/OthersDefect";[1474, 1410, 1474, 1437, 1468, 1450, 1442, 1444, 1430];[0.656692337487219, 0.651066218736292, 0.647618631801757, 0.651293114315831, 0.694286152980648, 0.677127747436833, 0.664037297272714, 0.684757192368355, 0.685625122151105];[263, 242, 246, 207, 234, 244, 240, 238, 229];[2196, 2380, 2385, 2575, 2493, 2290, 2428, 2415, 2380];[120, 120, 120, 119, 119, 120, 121, 117, 116];[37, 39, 39, 38, 39, 40, 38, 40, 39];[37, 39, 39, 38, 39, 40, 38, 40, 39];0;0;15.8091000012064;"1";0;0;0.283900000795256;"1";0;0;0.375800002075266;"1";0;0;0.271599998086458;"1";0;0;0;0;0;0.366299998859176;"1";0;0;0.296899997920264;"1";0;0;0;0;0;0;[28.8, 30.4, 28.8, 33.6, 30.4, 28.8, 30.4, 30.4, 35.2];3.77669999943464
HE_16_2_O;1;1290.03279788985;1885.43102243273;0.0683184231880415;0.986507192294127;54.0527000011934;"1";0;0;0;0;0;0;0;0;0;5.58859999728156;"1";0;0;"Good/OthersDefect";[1460, 1497, 1563, 1546, 1523, 1481, 1502, 1486, 1463];[0.691416101097346, 0.660933133785481, 0.647811770636535, 0.66991069321363, 0.719952872012951, 0.716583486900259, 0.66786106075872, 0.714591495832873, 0.706913670269508];[222, 235, 233, 210, 208, 231, 216, 220, 229];[2827, 2543, 2628, 2576, 2402, 2623, 2497, 2342, 2272];[120, 121, 121, 119, 120, 120, 121, 118, 117];[44, 38, 39, 39, 40, 40, 40, 39, 45];[44, 38, 39, 39, 40, 40, 40, 39, 45];0;0;37.0167000000947;"1";0;0;0.24679999842192;"1";0;0;0.289399999019224;"1";0;0;0.237700001889607;"1";0;0;0;0;0;0.281500000710366;"1";0;0;0.872100001288345;"1";0;0;0;0;0;0;[30.4, 68.8, 43.2, 68.8, 30.4, 30.4, 30.4, 32, 28.8];10.1647999981651
