;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
HE_5_1_O;1;1288.87239645431;1883.8988231467;0.0706809660543878;0.985124339019038;55.8577999981935;"1";0;0;0;0;0;0;0;0;0;3.65909999891301;"1";0;0;"Good/OthersDefect";[1593, 1570, 1578, 1553, 1549, 1501, 1562, 1588, 1520];[0.781128442778355, 0.770560150283964, 0.766150259681855, 0.794126036501373, 0.836753880808498, 0.813319725638961, 0.80397579117294, 0.865277480808194, 0.799441432721469];[205, 210, 216, 222, 206, 196, 217, 214, 207];[2409, 2410, 2521, 2504, 2391, 2458, 2373, 2373, 2571];[120, 119, 119, 119, 118, 117, 117, 117, 116];[41, 42, 40, 43, 40, 41, 41, 42, 43];[41, 42, 40, 43, 40, 41, 41, 42, 43];0;0;20.8602000020619;"1";0;0;0.233499999012565;"1";0;0;0.236800002312521;"1";0;0;0.370300000213319;"1";0;0;0;0;0;0.363099999958649;"1";0;0;0.384000002668472;"1";0;0;0;0;0;0;[32, 27.2, 32, 30.4, 30.4, 30.4, 28.8, 30.4, 38.4];2.76819999999134
HE_6_1_O;1;1303.7390958406;1874.44841571698;0.154389849074302;0.982212043483386;19.2965000023833;"1";0;0;0;0;0;0;0;0;0;10.891800000536;"1";0;0;"Good/OthersDefect";[1576, 1548, 1595, 1649, 1580, 1641, 1591, 1600, 1619];[0.755119311130738, 0.802704572951583, 0.821345411072616, 0.836911727409685, 0.839178840402815, 0.787918502068694, 0.820223786060867, 0.798955178816683, 0.834030808603202];[194, 184, 193, 200, 171, 186, 199, 194, 194];[2400, 2380, 2481, 2632, 2537, 2439, 2537, 2446, 2283];[120, 120, 118, 119, 118, 118, 120, 117, 116];[42, 40, 43, 41, 43, 40, 41, 42, 41];[42, 40, 43, 41, 43, 40, 41, 42, 41];0;0;22.8194000010262;"1";0;0;0.417399998696055;"1";0;0;0.446300000476185;"1";0;0;0.428600000304868;"1";0;0;0;0;0;0.380299999960698;"1";0;0;0.270799999270821;"1";0;0;0;0;0;0;[25.6, 27.2, 32, 28.8, 28.8, 28.8, 27.2, 28.8, 40];2.09979999999632
HE_5_2_O;1;1278.28114968052;1872.62754794711;0.225999272003557;0.986719752861376;41.6049999985262;"1";0;0;0;0;0;0;0;0;0;8.03350000205683;"1";0;0;"Good/OthersDefect";[1641, 1589, 1587, 1590, 1594, 1674, 1546, 1567, 1608];[0.786826635495532, 0.748261626854555, 0.812377038367873, 0.810091420942944, 0.793074927182998, 0.64173375014353, 0.802023222222995, 0.827082968897288, 0.812660898999335];[233, 250, 259, 254, 221, 245, 246, 247, 233];[2475, 2333, 2473, 2533, 2301, 2465, 2398, 2446, 2256];[119, 118, 118, 117, 117, 118, 119, 117, 116];[43, 41, 43, 40, 40, 41, 42, 41, 43];[43, 41, 43, 40, 40, 41, 42, 41, 43];0;0;37.9657999983465;"1";0;0;0.343299998348812;"1";0;0;0.426000002335059;"1";0;0;0.448399998276727;"1";0;0;0;0;0;0.313299999106675;"1";0;0;0.688199997966876;"1";0;0;0;0;0;0;[30.4, 33.6, 30.4, 33.6, 32, 35.2, 28.8, 32, 33.6];1.92059999972116
HE_7_2_O;1;1276.29552864814;1874.48704504677;0.0912398756701401;0.968784701640104;32.276499998261;"1";0;0;0;0;0;0;0;0;0;6.71920000240789;"1";0;0;"Good/OthersDefect";[1582, 1569, 1631, 1576, 1586, 1526, 1600, 1601, 1571];[0.799360674433192, 0.778020568621192, 0.784320693672741, 0.834902091272042, 0.860642735821165, 0.839107193098785, 0.83701481067322, 0.818607672142712, 0.833960312563211];[231, 258, 247, 244, 222, 231, 217, 225, 220];[2482, 2556, 2535, 2639, 2520, 2642, 2465, 2437, 2507];[118, 118, 119, 118, 117, 118, 118, 116, 115];[43, 42, 43, 42, 42, 43, 40, 41, 41];[43, 42, 43, 42, 42, 43, 40, 41, 41];0;0;32.2878000006313;"1";0;0;1.04750000173226;"1";0;0;0.382800000807038;"1";0;0;0.631800001428928;"1";0;0;0;0;0;0.327500001731096;"1";0;0;0.37499999962165;"1";0;0;0;0;0;0;[33.6, 33.6, 35.2, 33.6, 33.6, 30.4, 33.6, 30.4, 40];6.86059999861754
HE_7_1_O;1;1283.53814216555;1882.56405960205;0.14636705478827;0.976330046020806;42.722700000013;"1";0;0;0;0;0;0;0;0;0;6.389099999069;"1";0;0;"Good/OthersDefect";[1572, 1558, 1540, 1564, 1556, 1578, 1574, 1554, 1546];[0.771236366430161, 0.77948357299635, 0.807465499832265, 0.810224624547826, 0.833692618724728, 0.792266478860204, 0.840825742880718, 0.81105090910394, 0.81834127797314];[248, 222, 209, 219, 217, 202, 219, 245, 238];[2504, 2582, 2620, 2483, 2449, 2590, 2420, 2379, 2475];[120, 119, 118, 119, 118, 118, 119, 116, 116];[42, 40, 41, 42, 40, 40, 41, 41, 42];[42, 40, 41, 42, 40, 40, 41, 41, 42];0;0;35.2665999998862;"1";0;0;0.458700000308454;"1";0;0;0.240999997913605;"1";0;0;0.806800002465025;"1";0;0;0;0;0;0.94619999799761;"1";0;0;0.388899999961723;"1";0;0;0;0;0;0;[27.2, 30.4, 33.6, 32, 30.4, 30.4, 28.8, 27.2, 41.6];7.21440000052098
HE_8_2_O;1;1289.45762946522;1864.95683851175;0.185501865625451;0.968815170180349;69.1957999988517;"1";0;0;0;0;0;0;0;0;0;15.7154000007722;"1";0;0;"Good/OthersDefect";[1668, 1628, 1569, 1564, 1611, 1603, 1571, 1546, 1559];[0.786026778295082, 0.763799488039454, 0.823424661756273, 0.877436172548678, 0.756149818514037, 0.840335177209016, 0.819397960410236, 0.808560902343439, 0.768498975253881];[225, 220, 203, 222, 192, 205, 194, 204, 225];[2762, 2388, 2536, 2522, 2772, 2700, 2516, 2662, 2432];[117, 118, 118, 118, 116, 117, 118, 116, 116];[42, 41, 40, 42, 43, 41, 41, 43, 44];[42, 41, 40, 42, 43, 41, 41, 43, 44];0;0;24.8979999996664;"1";0;0;0.320699997246265;"1";0;0;0.553300000319723;"1";0;0;0.310999999783235;"1";0;0;0;0;0;0.342499999533175;"1";0;0;0.292599997919751;"1";0;0;0;0;0;0;[32, 32, 32, 33.6, 36.8, 32, 28.8, 30.4, 40];6.50289999975939
HE_8_1_O;1;1302.41069376086;1874.87380464626;0.0322434732242191;0.967608589833375;25.5421000001661;"1";0;0;0;0;0;0;0;0;0;2.73589999778778;"1";0;0;"Good/OthersDefect";[1567, 1550, 1525, 1570, 1578, 1601, 1568, 1526, 1586];[0.761914298344424, 0.778040283417518, 0.820212251411928, 0.786003693809635, 0.800124165791351, 0.827591657494156, 0.7890607010658, 0.835959105502316, 0.834458544949802];[209, 195, 164, 215, 212, 190, 195, 192, 176];[2636, 2637, 2545, 2387, 2485, 2523, 2336, 2480, 2399];[119, 119, 118, 117, 117, 119, 120, 117, 115];[42, 40, 39, 39, 40, 41, 40, 42, 42];[42, 40, 39, 39, 40, 41, 40, 42, 42];0;0;26.7540999993798;"1";0;0;0.320600000122795;"1";0;0;0.37279999742168;"1";0;0;0.676600000588223;"1";0;0;0;0;0;0.673899998218985;"1";0;0;0.78869999924791;"1";0;0;0;0;0;0;[30.4, 32, 32, 30.4, 32, 32, 28.8, 30.4, 36.8];9.17469999694731
HE_10_2_O;1;1296.110205568;1865.56133763302;0.0988022067130086;0.973712563034439;52.9930000011518;"1";0;0;0;0;0;0;0;0;0;9.71100000242586;"1";0;0;"Good/OthersDefect";[1606, 1546, 1575, 1653, 1555, 1574, 1600, 1601, 1572];[0.800236878929829, 0.799036781239927, 0.853879482381194, 0.780474413238845, 0.793480740160208, 0.851078905919103, 0.816836288757828, 0.790045003118959, 0.852225405041201];[258, 211, 223, 245, 243, 231, 229, 225, 225];[2331, 2505, 2456, 2392, 2304, 2430, 2407, 2393, 2265];[118, 119, 118, 118, 115, 118, 119, 116, 116];[40, 42, 42, 41, 41, 41, 42, 41, 41];[40, 42, 42, 41, 41, 41, 42, 41, 41];0;0;36.3500999992539;"1";0;0;0.30730000071344;"1";0;0;0.368400000297697;"1";0;0;0.689100001181941;"1";0;0;0;0;0;0.386100000469014;"1";0;0;0.332299998262897;"1";0;0;0;0;0;0;[30.4, 28.8, 30.4, 30.4, 32, 33.6, 28.8, 28.8, 40];3.47150000015972
HE_10_1_O;1;1305.80448662271;1879.08583511276;0.0254607339534713;0.967395048519123;40.8672000012302;"1";0;0;0;0;0;0;0;0;0;12.2303999996802;"1";0;0;"Wire Sweep";[1554, 1543, 1573, 1534, 1615, 1561, 1631, 1577, 1558];[0.804048535757741, 0.833398035315139, 0.798552253118494, 0.828199751423075, 0.739504238928709, 0.817881843301331, 0.83580419747168, 0.881603078878962, 0.85597193444407];[211, 195, 207, 221, 196, 180, 208, 206, 205];[2658, 2717, 2765, 3173, 2662, 3234, 2635, 3227, 3955];[120, 120, 119, 118, 116, 118, 120, 116, 115];[39, 42, 46, 92, 51, 91, 41, 93, 139];[39, 42, 46, 92, 51, 91, 41, 93, 139];0;0;19.7768000034557;"1";0;0;0.339400001394097;"1";0;0;0.273199999355711;"1";0;0;0.344700001733145;"1";0;0;0;0;0;0.292000000627013;"1";0;0;0.535899998794775;"1";0;0;0;0;0;0;[28.8, 28.8, 30.4, 28.8, 30.4, 27.2, 27.2, 30.4, 40];6.62670000019716
HE_9_2_O;1;1280.76692765721;1877.63751862652;0.0700299655764624;0.989802763758789;40.6591999999364;"1";0;0;0;0;0;0;0;0;0;5.90689999808092;"1";0;0;"Good/OthersDefect";[1575, 1607, 1570, 1603, 1589, 1574, 1616, 1605, 1569];[0.75786246816775, 0.795988918801035, 0.838392214950057, 0.759999186877957, 0.870842932467123, 0.848193252727433, 0.75954154154824, 0.848948187775176, 0.806572598573059];[227, 238, 237, 238, 223, 259, 200, 242, 229];[2507, 2675, 2393, 2592, 2428, 2526, 2795, 2442, 2589];[119, 118, 118, 118, 116, 117, 119, 117, 116];[42, 42, 42, 46, 44, 43, 42, 40, 45];[42, 42, 42, 46, 44, 43, 42, 40, 45];0;0;25.6274000021222;"1";0;0;0.322899999446236;"1";0;0;0.540799999726005;"1";0;0;0.822000001790002;"1";0;0;0;0;0;0.760799997806316;"1";0;0;0.379100001737243;"1";0;0;0;0;0;0;[30.4, 33.6, 32, 33.6, 36.8, 35.2, 30.4, 33.6, 56];12.3069000001124
HE_11_1_O;1;1292.93839054868;1877.48356509726;-0.133144584677145;0.980359935458637;56.8137999980536;"1";0;0;0;0;0;0;0;0;0;8.62580000102753;"1";0;0;"Wire Sweep";[1595, 1560, 1568, 1595, 1572, 1542, 1566, 1572, 1535];[0.783163249595531, 0.80538500192414, 0.768486551314506, 0.812372746543331, 0.790640379346636, 0.824647672647283, 0.82712306047121, 0.833417637149863, 0.845059132541764];[207, 196, 166, 206, 206, 213, 226, 213, 202];[2393, 2573, 2681, 2825, 2604, 2588, 2605, 2724, 2278];[120, 119, 120, 119, 119, 118, 118, 117, 116];[43, 43, 40, 45, 44, 41, 41, 51, 39];[43, 43, 40, 45, 44, 41, 41, 51, 39];0;0;32.3284000005515;"1";0;0;0.267799998255214;"1";0;0;0.332800002070144;"1";0;0;0.300599996990059;"1";0;0;0;0;0;0.291099997411948;"1";0;0;0.598900001932634;"1";0;0;0;0;0;0;[24, 33.6, 30.4, 30.4, 30.4, 32, 30.4, 30.4, 33.6];6.5725000022212
HE_12_2_O;1;1295.8111766309;1855.177146337;0.0106050632261966;0.979373696271807;34.8909000022104;"1";0;0;0;0;0;0;0;0;0;4.70929999937653;"1";0;0;"Good/OthersDefect";[1644, 1580, 1590, 1562, 1602, 1569, 1587, 1567, 1592];[0.796649275056603, 0.82095400512885, 0.7715940217374, 0.852094862657723, 0.820272839758933, 0.87870796048049, 0.811986513116311, 0.808771516121355, 0.80941360997872];[249, 263, 234, 238, 242, 238, 217, 237, 229];[2655, 2652, 2447, 2587, 2680, 2561, 2690, 2751, 2478];[119, 119, 118, 117, 117, 117, 118, 117, 116];[44, 42, 41, 41, 42, 42, 43, 42, 41];[44, 42, 41, 41, 42, 42, 43, 42, 41];0;0;53.042400002596;"1";0;0;1.09259999953792;"1";0;0;0.659900000755442;"1";0;0;0.777899997046916;"1";0;0;0;0;0;0.754099997720914;"1";0;0;0.275599999440601;"1";0;0;0;0;0;0;[30.4, 30.4, 30.4, 28.8, 33.6, 32, 30.4, 30.4, 36.8];4.66720000258647
HE_12_1_O;1;1308.32850003412;1865.48064890875;-0.0166518921345147;0.97314745661096;47.5437999994028;"1";0;0;0;0;0;0;0;0;0;5.68049999856157;"1";0;0;"Wire Sweep";[1567, 1595, 1568, 1569, 1600, 1556, 1556, 1526, 1553];[0.766776660125485, 0.733125761042474, 0.767063514603555, 0.829446568519807, 0.820406463624063, 0.817203967203744, 0.816321962711658, 0.808500917090488, 0.811101360377939];[244, 231, 217, 197, 204, 203, 212, 213, 190];[2629, 2466, 2812, 2729, 2784, 2709, 2527, 2784, 2826];[119, 119, 119, 118, 118, 119, 120, 117, 117];[39, 40, 42, 40, 42, 41, 40, 42, 47];[39, 40, 42, 40, 42, 41, 40, 42, 47];0;0;55.4221000020334;"1";0;0;0.513200000568759;"1";0;0;0.517499996931292;"1";0;0;0.709899999492336;"1";0;0;0;0;0;0.822900001367088;"1";0;0;0.322599997161888;"1";0;0;0;0;0;0;[33.6, 30.4, 30.4, 30.4, 30.4, 28.8, 28.8, 30.4, 33.6];2.10090000109631
HE_11_2_O;1;1284.98704885643;1866.39516447425;-0.00171691757358073;0.992864721287191;42.5528999985545;"1";0;0;0;0;0;0;0;0;0;5.06809999933466;"1";0;0;"Wire Sweep";[1636, 1570, 1613, 1599, 1624, 1579, 1611, 1611, 1565];[0.718704730014874, 0.779228284651915, 0.7475572239446, 0.814859208883236, 0.790603998534952, 0.796256168460695, 0.746628313978261, 0.794353275689103, 0.7659075708029];[245, 221, 243, 228, 226, 225, 243, 221, 211];[2577, 2636, 2769, 2455, 3324, 2518, 2366, 2268, 2304];[119, 119, 119, 119, 118, 119, 120, 116, 116];[42, 41, 43, 42, 92, 43, 39, 43, 39];[42, 41, 43, 42, 92, 43, 39, 43, 39];0;0;25.3665000018373;"1";0;0;0.391099998523714;"1";0;0;0.877900001796661;"1";0;0;0.540599998203106;"1";0;0;0;0;0;0.739399998565204;"1";0;0;0.642099999822676;"1";0;0;0;0;0;0;[27.2, 32, 32, 30.4, 33.6, 32, 32, 30.4, 30.4];3.51120000050287
HE_13_1_O;1;1301.06637444077;1874.41096128578;-0.00596115355372743;0.976020914565268;28.3216999996512;"1";0;0;0;0;0;0;0;0;0;2.7659000006679;"1";0;0;"Good/OthersDefect";[1552, 1564, 1595, 1585, 1564, 1545, 1573, 1571, 1557];[0.794616334774878, 0.828315588533548, 0.798458086825332, 0.837989751906483, 0.864465379655594, 0.837120962002706, 0.844047839440074, 0.840060479379032, 0.828785481565849];[226, 241, 218, 199, 244, 243, 245, 231, 233];[2747, 2663, 2495, 2515, 2451, 2507, 2559, 2533, 2618];[120, 119, 119, 118, 119, 119, 120, 116, 116];[43, 42, 42, 42, 42, 41, 41, 42, 43];[43, 42, 42, 42, 42, 41, 41, 42, 43];0;0;36.9901999983995;"1";0;0;0.546300001587952;"1";0;0;0.360500001988839;"1";0;0;0.387799998861738;"1";0;0;0;0;0;0.363899998774286;"1";0;0;0.35560000105761;"1";0;0;0;0;0;0;[30.4, 33.6, 28.8, 30.4, 25.6, 24, 24, 28.8, 35.2];7.30380000095465
