;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches
HE_14_1_C;1;1311.24610949979;1868.22044798148;0.0995432848349493;0.996324593349527;24.6971000015037;"FM";"1";0;0;0;0;0;19.9189000013575;"FM";"1";13;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 15.1789327688082, 13.7637204272682, 11.3137084989848, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 13.7637204272682, 11.3137084989848, 9.32952303175248];[61.44, 61.44, 51.2, 81.92, 81.92, 81.92, 61.44, 71.68, 92.16, 51.2, 102.4, 71.68, 61.44];931.84;103.152299998328;"Scratch_PD";"1";0;0;0;0;0;0;132.463599999028
HE_13_1_C;1;1296.49213793642;1875.79175479347;0.236698052993725;0.995934882237293;42.0675000023039;"FM";"1";0;0;0;0;0;18.167899997934;"FM";"1";9;0;0;[12.1852369693823, 11.3137084989848, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 25.298221281347, 9.32952303175248];[102.4, 81.92, 92.16, 51.2, 61.44, 61.44, 61.44, 184.32, 71.68];768;126.686199997494;"Scratch_PD";"1";0;0;0;0;0;0;144.1115000016
HE_14_2_C;1;1294.26706615408;1855.75371050476;0.151442268351727;0.995622068895614;33.6329000019759;"FM";"1";0;0;0;0;0;41.3552999998501;"FM";"1";7;0;0;[9.32952303175248, 9.32952303175248, 14.4886162210199, 9.32952303175248, 11.3137084989848, 33.9411254969543, 11.3137084989848];[51.2, 51.2, 112.64, 61.44, 81.92, 327.68, 61.44];747.52;111.998099997436;"Scratch_PD";"1";0;0;0;0;0;0;149.491799998941
HE_16_1_C;1;1312.25768932155;1874.34164837454;0.0700757281582788;0.995929529421346;21.5185999986716;"FM";"1";0;0;0;0;0;14.1156000026967;"FM";"1";12;0;0;[9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 16.4730082255792];[51.2, 102.4, 71.68, 92.16, 92.16, 92.16, 61.44, 81.92, 51.2, 71.68, 61.44, 122.88];952.32;60.7423999972525;"Scratch_PD";"1";0;0;0;0;0;0;166.828500001429
HE_18_4_C;1;1295.51260787422;1860.4764944353;0.33871671653512;0.988511179301327;93.876500002807;"FM";"1";0;0;0;0;0;16.7584000009811;"FM";"1";8;0;0;[18.2428068015862, 13.7637204272682, 9.32952303175248, 15.1789327688082, 13.7637204272682, 9.32952303175248, 9.32952303175248, 11.3137084989848];[194.56, 133.12, 51.2, 102.4, 112.64, 71.68, 61.44, 81.92];808.96;69.9605999980122;"Scratch_PD";"1";0;0;0;0;0;0;162.370000001829
HE_15_4_C;1;1284.77465596428;1881.64927662514;0.166956522007119;0.99311257739015;30.3707999992184;"FM";"1";0;0;0;0;0;21.279600001435;"FM";"1";8;0;0;[19.3328735577513, 15.1789327688082, 12.1852369693823, 9.32952303175248, 12.1852369693823, 12.1852369693823, 11.3137084989848, 9.32952303175248];[184.32, 133.12, 81.92, 61.44, 102.4, 92.16, 61.44, 51.2];768;104.141299998446;"Scratch_PD";"1";0;0;0;0;0;0;184.712300000683
HE_16_4_C;1;1304.01806555246;1867.67296166845;0.244439809106396;0.994033065898293;24.8571000010998;"FM";"1";0;0;0;0;0;26.1963000011747;"FM";"1";9;0;0;[9.32952303175248, 12.1852369693823, 19.3328735577513, 9.32952303175248, 11.3137084989848, 24.4752936652454, 16.4730082255792, 11.3137084989848, 9.32952303175248];[51.2, 71.68, 112.64, 61.44, 81.92, 225.28, 133.12, 71.68, 51.2];860.16;202.821499999118;"Scratch_PD";"1";0;0;0;0;0;0;122.451600000204
HE_13_4_C;1;1285.27616652386;1884.41509357789;0.206379566110478;0.993151548501373;41.8730999990657;"FM";"1";1;0;11.6481758228488;102.4;102.4;31.4007999986643;"FM";"1";7;0;0;[11.6481758228488, 8.15843122174846, 9.32952303175248, 11.3137084989848, 9.32952303175248, 22.2854212434946, 9.32952303175248];[102.4, 51.2, 51.2, 81.92, 61.44, 112.64, 51.2];512;111.644900000101;"Scratch_PD";"1";0;0;0;0;0;0;128.454800000327
HE_11_3_C;1;1291.73633431899;1891.149429695;0.321598143155522;0.995961058812838;37.9174999980023;"FM";"1";0;0;0;0;0;23.8700000008976;"FM";"1";9;0;0;[9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 18.2428068015862, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248];[51.2, 112.64, 51.2, 71.68, 153.6, 51.2, 71.68, 102.4, 71.68];737.28;189.603099999658;"Scratch_PD";"1";0;0;0;0;0;0;69.1483000009612
HE_10_4_C;1;1288.59587255082;1876.7207288286;0.189896227766604;0.993672599439037;32.2545000017271;"FM";"1";0;0;0;0;0;15.2457000003778;"FM";"1";6;0;0;[9.32952303175248, 8.15843122174846, 9.32952303175248, 9.32952303175248, 13.7637204272682, 11.3137084989848];[61.44, 51.2, 51.2, 71.68, 112.64, 81.92];430.08;141.335899999831;"Scratch_PD";"1";0;0;0;0;0;0;79.2471000022488
HE_12_4_C;1;1289.83578602609;1869.22510315204;0.102951784053357;0.995193517228643;17.6909000001615;"FM";"1";0;0;0;0;0;20.014199999423;"FM";"1";9;0;0;[12.1852369693823, 9.32952303175248, 11.3137084989848, 9.32952303175248, 18.2428068015862, 9.32952303175248, 9.32952303175248, 19.3328735577513, 11.3137084989848];[61.44, 71.68, 92.16, 61.44, 194.56, 51.2, 71.68, 256, 92.16];952.32;128.883500001393;"Scratch_PD";"1";0;0;0;0;0;0;100.861099999747
HE_9_4_C;1;1276.66839545042;1886.57096364673;0.196032624251788;0.991715035480297;38.46970000086;"FM";"1";0;0;0;0;0;14.0785999974469;"FM";"1";5;0;0;[9.32952303175248, 16.4730082255792, 19.3328735577513, 9.32952303175248, 9.32952303175248];[51.2, 143.36, 256, 51.2, 61.44];563.2;113.901900000201;"Scratch_PD";"1";0;0;0;0;0;0;91.8142000009539
HE_10_3_C;1;1305.42141358096;1886.92336588722;0.0640453506853453;0.995799560439025;44.909700001881;"FM";"1";0;0;0;0;0;37.2499000004609;"FM";"1";8;0;0;[9.32952303175248, 15.1789327688082, 23.6237168963734, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248];[51.2, 92.16, 409.6, 51.2, 61.44, 71.68, 51.2, 71.68];860.16;90.8612999992329;"Scratch_PD";"1";0;0;0;0;0;0;95.9936999970523
HE_9_3_C;1;1293.72693438733;1893.13871483685;0.230117367781477;0.99622197595113;35.5488999994122;"FM";"1";0;0;0;0;0;23.4629000005953;"FM";"1";7;0;0;[9.32952303175248, 15.1789327688082, 9.32952303175248, 13.7637204272682, 18.2428068015862, 9.32952303175248, 13.7637204272682];[51.2, 112.64, 61.44, 112.64, 92.16, 71.68, 102.4];604.16;94.3098999996437;"Scratch_PD";"1";0;0;0;0;0;0;127.379000001383
HE_7_4_C;1;1273.02420000118;1887.1277078442;0.305045895576662;0.994985475467388;36.1978000000818;"FM";"1";0;0;0;0;0;61.2399999990885;"FM";"1";9;0;0;[26.484712571595, 11.3137084989848, 8.15843122174846, 9.32952303175248, 11.3137084989848, 9.32952303175248, 15.8391918985787, 13.7637204272682, 11.3137084989848];[163.84, 81.92, 51.2, 51.2, 61.44, 61.44, 133.12, 112.64, 71.68];788.48;98.0562999975518;"Scratch_PD";"1";0;0;0;0;0;0;198.376899999857
HE_7_3_C;1;1292.60913382976;1894.67447969804;0.182439465891339;0.995155003065122;52.0457000020542;"FM";"1";0;0;0;0;0;25.1169000002847;"FM";"1";6;0;0;[18.2428068015862, 15.1789327688082, 12.1852369693823, 9.32952303175248, 22.2854212434946, 12.1852369693823];[163.84, 92.16, 81.92, 61.44, 235.52, 92.16];727.04;114.503500000865;"Scratch_PD";"1";0;0;0;0;0;0;70.005300000048
HE_8_3_C;1;1304.13112205208;1887.36837080195;-0.0384907148483547;0.996478388890637;59.1235000028973;"FM";"1";0;0;0;0;0;24.9631999977282;"FM";"1";7;0;0;[9.32952303175248, 12.1852369693823, 9.32952303175248, 15.1789327688082, 30.7766144986741, 9.32952303175248, 13.7637204272682];[51.2, 92.16, 51.2, 102.4, 286.72, 61.44, 92.16];737.28;119.260499999655;"Scratch_PD";"1";0;0;0;0;0;0;101.912399997673
HE_5_4_C;1;1276.27341696939;1891.3674285557;0.275043811570847;0.994501176180677;23.9847999982885;"FM";"1";0;0;0;0;0;24.219599999924;"FM";"1";7;0;0;[13.7637204272682, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248];[102.4, 71.68, 51.2, 71.68, 71.68, 51.2, 51.2];471.04;163.974700000836;"Scratch_PD";"1";0;0;0;0;0;0;118.183700000372
HE_6_4_C;1;1291.14164061716;1878.60859936845;0.52464200462459;0.994630427102322;27.6206000016828;"FM";"1";0;0;0;0;0;22.834999999759;"FM";"1";4;0;0;[15.1789327688082, 12.1852369693823, 9.32952303175248, 9.32952303175248];[92.16, 71.68, 61.44, 71.68];296.96;103.6924;"Scratch_PD";"1";0;0;0;0;0;0;72.8307000026689
HE_6_3_C;1;1304.63822457064;1889.74929238309;0.0201613725938265;0.994680299680169;17.3366000017268;"FM";"1";0;0;0;0;0;11.6932000019005;"FM";"1";5;0;0;[13.7637204272682, 12.1852369693823, 12.1852369693823, 16.4730082255792, 13.7637204272682];[122.88, 71.68, 112.64, 143.36, 133.12];583.68;130.533300001844;"Scratch_PD";"1";0;0;0;0;0;0;145.736500002386
HE_4_3_C;1;1306.54828597601;1879.40423348899;0.438739926997058;0.994776193419511;43.9900999990641;"FM";"1";0;0;0;0;0;41.8415999993158;"FM";"1";7;0;0;[15.1789327688082, 9.32952303175248, 22.740272645683, 19.3328735577513, 9.32952303175248, 13.7637204272682, 15.1789327688082];[122.88, 51.2, 204.8, 133.12, 71.68, 112.64, 102.4];798.72;99.5073000012781;"Scratch_PD";"1";0;0;0;0;0;0;226.288399997429
HE_3_4_C;1;1277.34604520419;1880.87035155712;0.324550571570014;0.995153044717824;46.7220999998972;"FM";"1";0;0;0;0;0;22.2159000004467;"FM";"1";5;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823];[51.2, 51.2, 61.44, 71.68, 92.16];327.68;100.0125999999;"Scratch_PD";"1";0;0;0;0;0;0;74.8409000007086
HE_3_3_C;1;1296.88472970848;1888.8148846355;0.566011160319425;0.995722205720767;24.6221999987029;"FM";"1";0;0;0;0;0;37.6960000030522;"FM";"1";9;0;0;[9.32952303175248, 9.32952303175248, 15.1789327688082, 9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248, 9.32952303175248];[71.68, 61.44, 143.36, 61.44, 122.88, 102.4, 81.92, 71.68, 61.44];778.24;102.243400000589;"Scratch_PD";"1";0;0;0;0;0;0;132.559300000139
HE_4_4_C;1;1291.80857683723;1871.77188674779;0.356173716480487;0.995263038557709;22.4011000027531;"FM";"1";0;0;0;0;0;22.2291999998561;"FM";"1";3;0;0;[13.7637204272682, 8.15843122174846, 9.32952303175248];[122.88, 51.2, 51.2];225.28;135.302999999112;"Scratch_PD";"1";0;0;0;0;0;0;114.60950000037
HE_1_3_C;1;1298.75747966954;1894.89128651297;0.368914679380677;0.994947940477516;24.1408000001684;"FM";"1";0;0;0;0;0;54.09580000196;"FM";"1";9;0;0;[12.1852369693823, 26.484712571595, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 11.3137084989848, 12.1852369693823, 9.32952303175248];[92.16, 184.32, 51.2, 71.68, 51.2, 92.16, 81.92, 71.68, 51.2];747.52;72.0391999966523;"Scratch_PD";"1";0;0;0;0;0;0;116.308799999388
HE_2_4_C;1;1296.27562738404;1874.49537331603;0.391550168106624;0.995522389018163;62.2936999970989;"FM";"1";0;0;0;0;0;25.9851000009803;"FM";"1";9;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 15.1789327688082, 9.32952303175248, 24.4752936652454, 12.1852369693823];[51.2, 61.44, 61.44, 92.16, 51.2, 102.4, 71.68, 153.6, 92.16];737.28;157.433699998364;"Scratch_PD";"1";0;0;0;0;0;0;110.138999996707
HE_1_4_C;1;1282.58892317097;1886.00282625363;0.327622883108218;0.995210489571889;18.3606999999029;"FM";"1";0;0;0;0;0;32.0410999993328;"FM";"1";9;0;0;[21.3466625026021, 14.4886162210199, 11.3137084989848, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248, 12.1852369693823, 9.32952303175248];[194.56, 81.92, 81.92, 81.92, 51.2, 102.4, 51.2, 71.68, 51.2];768;124.945700001263;"Scratch_PD";"1";0;0;0;0;0;0;70.0767999987875
HE_2_5_C;1;1296.58044226311;1894.73186889477;0.435783859367606;0.9890969862563;48.2067000011739;"FM";"1";0;0;0;0;0;42.0889999986684;"FM";"1";4;0;0;[25.298221281347, 12.1852369693823, 15.1789327688082, 11.3137084989848];[225.28, 61.44, 92.16, 61.44];440.32;100.131999999576;"Scratch_PD";"1";0;0;0;0;0;0;107.085999999981
HE_1_6_C;1;1270.30871029632;1893.66298653511;0.629495033748993;0.987653357906709;33.849100000225;"FM";"1";0;0;0;0;0;47.7322000006097;"FM";"1";3;0;0;[16.4730082255792, 15.1789327688082, 12.1852369693823];[133.12, 92.16, 81.92];307.2;92.9773999996542;"Scratch_PD";"1";0;0;0;0;0;0;146.920600000158
HE_4_5_C;1;1310.56078173166;1900.33386638585;-0.012186793743719;0.99528190397001;29.3773000012152;"FM";"1";0;0;0;0;0;27.4197999970056;"FM";"1";4;0;0;[9.32952303175248, 9.32952303175248, 16.4730082255792, 12.1852369693823];[61.44, 51.2, 112.64, 102.4];327.68;82.8394999989541;"Scratch_PD";"1";0;0;0;0;0;0;105.483100000129
HE_3_5_C;1;1298.78723331671;1905.28674452772;0.446818018322881;0.995120209761467;33.1088999992062;"FM";"1";0;0;0;0;0;19.2411999996693;"FM";"1";9;0;0;[9.32952303175248, 11.3137084989848, 12.1852369693823, 12.1852369693823, 9.32952303175248, 13.7637204272682, 9.32952303175248, 11.3137084989848, 16.4730082255792];[61.44, 81.92, 92.16, 102.4, 51.2, 112.64, 61.44, 71.68, 174.08];808.96;80.7788000020082;"Scratch_PD";"1";0;0;0;0;0;0;168.146899999556
HE_3_6_C;1;1287.06613904821;1895.04685609147;0.341128957253092;0.995014981233339;16.6657000008854;"FM";"1";0;0;0;0;0;30.8439000000362;"FM";"1";7;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 12.1852369693823, 18.2428068015862, 14.4886162210199];[51.2, 51.2, 61.44, 92.16, 81.92, 153.6, 92.16];583.68;97.0610000003944;"Scratch_PD";"1";0;0;0;0;0;0;127.119200002198
HE_4_6_C;1;1291.39244738931;1887.07629335312;0.350216444989313;0.993002061324319;20.0372999970568;"FM";"1";0;0;0;0;0;20.314800000051;"FM";"1";7;0;0;[13.7637204272682, 9.32952303175248, 9.32952303175248, 19.3328735577513, 11.3137084989848, 9.32952303175248, 9.32952303175248];[112.64, 61.44, 61.44, 163.84, 81.92, 61.44, 61.44];604.16;177.247700001317;"Scratch_PD";"1";0;0;0;0;0;0;68.0068000001484
HE_5_6_C;1;1280.99490502202;1889.53260771345;0.284594082395401;0.994293656645368;15.8019999980752;"FM";"1";0;0;0;0;0;23.7281999980041;"FM";"1";4;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848];[51.2, 61.44, 61.44, 81.92];256;186.251500002982;"Scratch_PD";"1";0;0;0;0;0;0;138.40060000075
HE_6_5_C;1;1307.92276888154;1890.61833321752;-0.0668768041150442;0.995823386997813;70.865199999389;"FM";"1";0;0;0;0;0;44.8461000014504;"FM";"1";6;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 11.3137084989848, 9.32952303175248];[61.44, 71.68, 61.44, 71.68, 61.44, 61.44];389.12;76.2146000015491;"Scratch_PD";"1";0;0;0;0;0;0;114.999700002954
HE_7_5_C;1;1298.81105313061;1898.52914948522;0.203049386715694;0.995814770269703;14.5217000026605;"FM";"1";0;0;0;0;0;17.3017999986769;"FM";"1";8;0;0;[9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 11.3137084989848, 9.32952303175248, 11.3137084989848, 12.1852369693823];[61.44, 102.4, 61.44, 51.2, 81.92, 61.44, 81.92, 102.4];604.16;104.833800000051;"Scratch_PD";"1";0;0;0;0;0;0;146.154199999728
HE_8_5_C;1;1309.0915866055;1893.08092184266;0.133188493596546;0.996126082211788;34.0193000010913;"FM";"1";1;0;14.7512711316686;135.68;135.68;15.795800001797;"FM";"1";5;0;0;[14.7512711316686, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248];[135.68, 61.44, 61.44, 102.4, 61.44];422.4;84.7734000017226;"Scratch_PD";"1";0;0;0;0;0;0;144.458200000372
HE_7_6_C;1;1282.84346899885;1892.32225337618;0.28228037605979;0.995415920203413;61.7875000025379;"FM";"1";0;0;0;0;0;33.3150000005844;"FM";"1";7;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 19.3328735577513, 15.1789327688082, 11.3137084989848];[51.2, 51.2, 51.2, 61.44, 174.08, 122.88, 71.68];583.68;97.7103000004718;"Scratch_PD";"1";0;0;0;0;0;0;95.4691000006278
HE_8_6_C;1;1290.30799003295;1883.11378032025;0.201416206119826;0.994302208095235;34.4815999997081;"FM";"1";0;0;0;0;0;32.6576000006753;"FM";"1";9;0;0;[11.3137084989848, 18.2428068015862, 9.32952303175248, 15.1789327688082, 12.1852369693823, 9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248];[81.92, 112.64, 61.44, 133.12, 81.92, 61.44, 51.2, 112.64, 61.44];757.76;75.8538000009139;"Scratch_PD";"1";0;0;0;0;0;0;147.682899998472
HE_9_6_C;1;1282.62581532339;1898.66388233342;0.254349957850267;0.995576308847092;19.5383999998739;"FM";"1";0;0;0;0;0;18.365799998719;"FM";"1";5;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848];[71.68, 61.44, 61.44, 61.44, 81.92];337.92;159.761299997626;"Scratch_PD";"1";0;0;0;0;0;0;153.397500002029
HE_9_5_C;1;1295.37853128219;1907.28117533493;0.099370826326028;0.995763983796451;38.3693000003404;"FM";"1";0;0;0;0;0;22.2322000008717;"FM";"1";1;0;0;9.32952303175248;71.68;71.68;197.766400000546;"Scratch_PD";"1";0;0;0;0;0;0;62.6099000000977
HE_10_6_C;1;1293.82175784088;1888.44872290379;0.291428588055482;0.99424476324117;39.6976000010909;"FM";"1";0;0;0;0;0;19.6191999966686;"FM";"1";5;0;0;[9.32952303175248, 13.7637204272682, 13.7637204272682, 11.3137084989848, 9.32952303175248];[61.44, 112.64, 122.88, 71.68, 51.2];419.84;80.0467000008211;"Scratch_PD";"1";0;0;0;0;0;0;154.682399999729
HE_11_5_C;1;1302.78983417414;1895.88508092964;0.471384440338351;0.995488183218697;16.1912000003213;"FM";"1";0;0;0;0;0;16.771599999629;"FM";"1";4;0;0;[9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248];[61.44, 102.4, 61.44, 61.44];286.72;147.973399998591;"Scratch_PD";"1";0;0;0;0;0;0;142.413800000213
HE_12_6_C;1;1303.14145711808;1877.63978089692;0.297938081909219;0.995558096217223;22.7188999997452;"FM";"1";0;0;0;0;0;22.1525999986625;"FM";"1";8;0;0;[9.32952303175248, 11.3137084989848, 12.1852369693823, 16.4730082255792, 13.7637204272682, 13.7637204272682, 9.32952303175248, 13.7637204272682];[61.44, 71.68, 71.68, 133.12, 112.64, 81.92, 51.2, 102.4];686.08;165.108599998348;"Scratch_PD";"1";0;0;0;0;0;0;94.3311000009999
